Amount,Category,Reason,Mood,Date,User ID
502387,Sekunder,Teratur,Senang,2027-06-20,18
752858,Primer,Terencana,Baik,2027-06-21,11
652656,Tidak Terduga,Kewajiban,Buruk,2027-06-22,6
522738,Tidak Terduga,Esensial,Buruk,2027-06-23,6
335407,Tersier,Sial,Senang,2027-06-24,19
64225,Primer,Esensial,Baik,2027-06-25,10
272720,Tidak Terduga,Esensial,Senang,2027-06-26,6
332099,Sekunder,Luxury,Senang,2027-06-27,12
771296,Tidak Terduga,Kewajiban,Buruk,2027-06-28,5
326451,Tidak Terduga,Terencana,Baik,2027-06-29,11
767135,Tersier,Esensial,Senang,2027-06-30,4
931362,Primer,Luxury,Baik,2027-07-01,13
506086,Tidak Terduga,Terencana,Tidak Baik,2027-07-02,4
104637,Sekunder,Irasional,Tidak Baik,2027-07-03,17
750775,Tersier,Teratur,Tidak Baik,2027-07-04,11
274762,Tidak Terduga,Luxury,Senang,2027-07-05,16
998790,Sekunder,Irasional,Senang,2027-07-06,12
307405,Primer,Luxury,Baik,2027-07-07,20
856097,Tersier,Gaya Hidup,Tidak Baik,2027-07-08,3
859683,Tidak Terduga,Kewajiban,Tidak Baik,2027-07-09,15
685420,Tersier,Luxury,Senang,2027-07-10,3
648439,Sekunder,Irasional,Senang,2027-07-11,2
723300,Primer,Kewajiban,Senang,2027-07-12,11
872956,Primer,Gaya Hidup,Senang,2027-07-13,2
237428,Primer,Esensial,Senang,2027-07-14,17
475790,Primer,Irasional,Baik,2027-07-15,2
150351,Tidak Terduga,Sial,Baik,2027-07-16,12
601015,Sekunder,Esensial,Buruk,2027-07-17,10
265729,Tersier,Terencana,Buruk,2027-07-18,20
709094,Tidak Terduga,Gaya Hidup,Senang,2027-07-19,3
186226,Tersier,Gaya Hidup,Tidak Baik,2027-07-20,9
982538,Primer,Sial,Tidak Baik,2027-07-21,15
308535,Sekunder,Kewajiban,Senang,2027-07-22,15
896785,Tidak Terduga,Kewajiban,Tidak Baik,2027-07-23,10
179145,Tersier,Teratur,Baik,2027-07-24,9
104878,Tersier,Teratur,Senang,2027-07-25,16
92535,Tidak Terduga,Gaya Hidup,Buruk,2027-07-26,8
203982,Tersier,Gaya Hidup,Tidak Baik,2027-07-27,12
861131,Tersier,Luxury,Baik,2027-07-28,7
352554,Tidak Terduga,Sial,Senang,2027-07-29,12
653948,Sekunder,Gaya Hidup,Buruk,2027-07-30,5
815339,Tidak Terduga,Luxury,Baik,2027-07-31,10
894278,Tidak Terduga,Terencana,Tidak Baik,2027-08-01,15
626856,Sekunder,Luxury,Senang,2027-08-02,17
995940,Tersier,Irasional,Buruk,2027-08-03,10
332630,Tidak Terduga,Esensial,Tidak Baik,2027-08-04,4
490485,Tersier,Irasional,Baik,2027-08-05,15
160394,Tersier,Teratur,Buruk,2027-08-06,4
521465,Tersier,Teratur,Buruk,2027-08-07,12
752131,Tidak Terduga,Kewajiban,Tidak Baik,2027-08-08,19
348862,Sekunder,Gaya Hidup,Tidak Baik,2027-08-09,10
763723,Primer,Sial,Tidak Baik,2027-08-10,19
452060,Sekunder,Kewajiban,Buruk,2027-08-11,15
315470,Tidak Terduga,Esensial,Buruk,2027-08-12,7
554783,Sekunder,Gaya Hidup,Baik,2027-08-13,9
596211,Primer,Terencana,Tidak Baik,2027-08-14,10
547781,Sekunder,Kewajiban,Tidak Baik,2027-08-15,20
489023,Tidak Terduga,Sial,Baik,2027-08-16,7
114349,Tersier,Kewajiban,Baik,2027-08-17,2
657086,Primer,Sial,Buruk,2027-08-18,11
71797,Sekunder,Luxury,Baik,2027-08-19,8
962627,Tidak Terduga,Gaya Hidup,Baik,2027-08-20,16
483014,Primer,Terencana,Senang,2027-08-21,17
800214,Primer,Gaya Hidup,Senang,2027-08-22,18
367978,Sekunder,Kewajiban,Senang,2027-08-23,1
663039,Tidak Terduga,Terencana,Senang,2027-08-24,8
292529,Tidak Terduga,Luxury,Baik,2027-08-25,7
57121,Primer,Luxury,Senang,2027-08-26,4
125763,Primer,Kewajiban,Buruk,2027-08-27,17
270044,Tersier,Kewajiban,Baik,2027-08-28,7
737053,Sekunder,Gaya Hidup,Baik,2027-08-29,14
906566,Tersier,Sial,Senang,2027-08-30,3
932317,Primer,Terencana,Tidak Baik,2027-08-31,3
633139,Primer,Sial,Tidak Baik,2027-09-01,7
645643,Tidak Terduga,Terencana,Tidak Baik,2027-09-02,8
51753,Tidak Terduga,Sial,Baik,2027-09-03,17
831909,Tersier,Gaya Hidup,Buruk,2027-09-04,20
734938,Primer,Kewajiban,Buruk,2027-09-05,6
891322,Sekunder,Sial,Buruk,2027-09-06,14
312602,Tidak Terduga,Esensial,Senang,2027-09-07,2
634238,Tidak Terduga,Luxury,Tidak Baik,2027-09-08,17
72185,Primer,Terencana,Baik,2027-09-09,16
830177,Sekunder,Irasional,Buruk,2027-09-10,17
823005,Tersier,Irasional,Senang,2027-09-11,18
213700,Sekunder,Gaya Hidup,Tidak Baik,2027-09-12,6
523355,Primer,Sial,Baik,2027-09-13,18
574173,Sekunder,Luxury,Buruk,2027-09-14,3
713157,Sekunder,Luxury,Baik,2027-09-15,12
493711,Primer,Luxury,Tidak Baik,2027-09-16,6
990571,Tersier,Kewajiban,Senang,2027-09-17,16
321668,Sekunder,Irasional,Senang,2027-09-18,18
220305,Primer,Sial,Senang,2027-09-19,16
643762,Sekunder,Terencana,Tidak Baik,2027-09-20,7
487058,Primer,Esensial,Buruk,2027-09-21,1
695620,Tersier,Esensial,Baik,2027-09-22,10
883797,Tidak Terduga,Teratur,Buruk,2027-09-23,18
545611,Tersier,Esensial,Buruk,2027-09-24,14
125674,Tidak Terduga,Gaya Hidup,Buruk,2027-09-25,6
522841,Tidak Terduga,Kewajiban,Tidak Baik,2027-09-26,11
394863,Sekunder,Terencana,Buruk,2027-09-27,3
458184,Primer,Irasional,Baik,2027-09-28,11
379499,Primer,Gaya Hidup,Tidak Baik,2027-09-29,6
366653,Primer,Irasional,Buruk,2027-09-30,4
732685,Tersier,Kewajiban,Tidak Baik,2027-10-01,15
139680,Tersier,Teratur,Baik,2027-10-02,10
929398,Tersier,Irasional,Senang,2027-10-03,14
198637,Tersier,Sial,Baik,2027-10-04,11
375824,Sekunder,Kewajiban,Tidak Baik,2027-10-05,7
461641,Sekunder,Luxury,Buruk,2027-10-06,11
757369,Tidak Terduga,Sial,Senang,2027-10-07,8
549536,Tidak Terduga,Sial,Buruk,2027-10-08,16
332218,Primer,Sial,Tidak Baik,2027-10-09,17
724769,Tersier,Kewajiban,Baik,2027-10-10,2
449904,Sekunder,Kewajiban,Senang,2027-10-11,4
883085,Tidak Terduga,Gaya Hidup,Baik,2027-10-12,17
827441,Primer,Kewajiban,Baik,2027-10-13,19
606818,Primer,Irasional,Buruk,2027-10-14,4
68479,Tersier,Irasional,Tidak Baik,2027-10-15,12
506919,Tersier,Teratur,Baik,2027-10-16,14
122337,Primer,Irasional,Baik,2027-10-17,16
359795,Tersier,Luxury,Buruk,2027-10-18,7
294659,Tersier,Kewajiban,Senang,2027-10-19,10
368977,Tidak Terduga,Luxury,Senang,2027-10-20,9
151552,Tidak Terduga,Luxury,Tidak Baik,2027-10-21,13
840075,Tidak Terduga,Sial,Tidak Baik,2027-10-22,16
453808,Sekunder,Teratur,Tidak Baik,2027-10-23,3
936924,Tersier,Sial,Tidak Baik,2027-10-24,16
569593,Tidak Terduga,Kewajiban,Senang,2027-10-25,15
894998,Tidak Terduga,Terencana,Senang,2027-10-26,13
31206,Primer,Sial,Buruk,2027-10-27,6
719606,Tidak Terduga,Esensial,Baik,2027-10-28,19
941597,Primer,Gaya Hidup,Baik,2027-10-29,13
598950,Tersier,Sial,Baik,2027-10-30,19
514417,Primer,Gaya Hidup,Tidak Baik,2027-10-31,3
463321,Tidak Terduga,Teratur,Tidak Baik,2027-11-01,10
86837,Sekunder,Luxury,Buruk,2027-11-02,8
226694,Sekunder,Esensial,Baik,2027-11-03,7
573623,Tersier,Irasional,Buruk,2027-11-04,13
409353,Tidak Terduga,Esensial,Senang,2027-11-05,5
682878,Tersier,Luxury,Buruk,2027-11-06,19
823188,Primer,Irasional,Tidak Baik,2027-11-07,20
552707,Tersier,Sial,Buruk,2027-11-08,19
685788,Sekunder,Teratur,Senang,2027-11-09,9
493513,Tersier,Esensial,Tidak Baik,2027-11-10,13
826907,Primer,Teratur,Tidak Baik,2027-11-11,14
84118,Tidak Terduga,Esensial,Senang,2027-11-12,9
243446,Tersier,Irasional,Buruk,2027-11-13,11
310028,Primer,Terencana,Senang,2027-11-14,2
605898,Sekunder,Terencana,Buruk,2027-11-15,20
167377,Tidak Terduga,Gaya Hidup,Buruk,2027-11-16,19
332020,Tersier,Kewajiban,Buruk,2027-11-17,19
489398,Tersier,Gaya Hidup,Baik,2027-11-18,19
953634,Sekunder,Kewajiban,Tidak Baik,2027-11-19,1
762168,Tersier,Terencana,Baik,2027-11-20,2
538257,Sekunder,Irasional,Buruk,2027-11-21,4
157324,Sekunder,Kewajiban,Tidak Baik,2027-11-22,2
60271,Tidak Terduga,Terencana,Tidak Baik,2027-11-23,18
690626,Sekunder,Sial,Senang,2027-11-24,20
668448,Sekunder,Irasional,Baik,2027-11-25,18
868141,Sekunder,Teratur,Tidak Baik,2027-11-26,11
280921,Tersier,Terencana,Buruk,2027-11-27,16
774261,Sekunder,Gaya Hidup,Tidak Baik,2027-11-28,8
196071,Sekunder,Esensial,Senang,2027-11-29,19
355845,Sekunder,Kewajiban,Baik,2027-11-30,1
607596,Sekunder,Irasional,Senang,2027-12-01,18
44338,Tersier,Luxury,Baik,2027-12-02,8
609077,Sekunder,Terencana,Buruk,2027-12-03,11
457809,Primer,Gaya Hidup,Baik,2027-12-04,6
127736,Primer,Teratur,Buruk,2027-12-05,4
265615,Primer,Luxury,Senang,2027-12-06,3
912277,Tidak Terduga,Irasional,Buruk,2027-12-07,18
987276,Primer,Sial,Senang,2027-12-08,20
148972,Primer,Sial,Senang,2027-12-09,14
513863,Tidak Terduga,Gaya Hidup,Tidak Baik,2027-12-10,17
153172,Tersier,Irasional,Buruk,2027-12-11,10
709172,Tersier,Luxury,Senang,2027-12-12,10
902565,Tidak Terduga,Irasional,Tidak Baik,2027-12-13,6
191450,Tersier,Esensial,Senang,2027-12-14,10
552584,Tidak Terduga,Teratur,Buruk,2027-12-15,13
781413,Sekunder,Kewajiban,Baik,2027-12-16,9
336039,Tersier,Gaya Hidup,Tidak Baik,2027-12-17,17
563590,Tidak Terduga,Luxury,Senang,2027-12-18,17
769677,Sekunder,Luxury,Baik,2027-12-19,10
316706,Sekunder,Esensial,Buruk,2027-12-20,20
465673,Primer,Gaya Hidup,Tidak Baik,2027-12-21,20
905271,Tidak Terduga,Sial,Baik,2027-12-22,15
535937,Tidak Terduga,Gaya Hidup,Baik,2027-12-23,19
525158,Primer,Sial,Senang,2027-12-24,12
285570,Tersier,Luxury,Buruk,2027-12-25,15
508975,Tidak Terduga,Kewajiban,Senang,2027-12-26,6
608043,Sekunder,Irasional,Tidak Baik,2027-12-27,18
181668,Tidak Terduga,Terencana,Baik,2027-12-28,12
432219,Primer,Esensial,Buruk,2027-12-29,16
229869,Tidak Terduga,Sial,Senang,2027-12-30,11
996648,Tersier,Gaya Hidup,Senang,2027-12-31,19
658492,Primer,Sial,Baik,2028-01-01,12
562929,Primer,Kewajiban,Tidak Baik,2028-01-02,17
812544,Sekunder,Esensial,Baik,2028-01-03,5
952040,Tidak Terduga,Teratur,Tidak Baik,2028-01-04,17
173139,Primer,Teratur,Tidak Baik,2028-01-05,4
935997,Tersier,Irasional,Buruk,2028-01-06,19
103201,Tersier,Gaya Hidup,Baik,2028-01-07,2
319666,Tersier,Irasional,Buruk,2028-01-08,6
840208,Sekunder,Teratur,Baik,2028-01-09,5
858381,Tersier,Luxury,Baik,2028-01-10,3
925916,Sekunder,Teratur,Tidak Baik,2028-01-11,15
465098,Tersier,Teratur,Senang,2028-01-12,19
386385,Tidak Terduga,Esensial,Tidak Baik,2028-01-13,15
855981,Tersier,Luxury,Tidak Baik,2028-01-14,18
562401,Tersier,Luxury,Senang,2028-01-15,20
310150,Sekunder,Esensial,Senang,2028-01-16,3
890408,Tidak Terduga,Terencana,Baik,2028-01-17,5
32689,Tidak Terduga,Terencana,Senang,2028-01-18,10
326578,Sekunder,Kewajiban,Senang,2028-01-19,17
791319,Tidak Terduga,Sial,Baik,2028-01-20,18
343058,Tersier,Sial,Senang,2028-01-21,7
908157,Tersier,Irasional,Tidak Baik,2028-01-22,20
645448,Tidak Terduga,Irasional,Baik,2028-01-23,15
638093,Tersier,Luxury,Senang,2028-01-24,3
721998,Tidak Terduga,Luxury,Buruk,2028-01-25,15
543425,Sekunder,Irasional,Tidak Baik,2028-01-26,1
937291,Sekunder,Luxury,Senang,2028-01-27,11
185813,Sekunder,Kewajiban,Buruk,2028-01-28,19
498238,Primer,Gaya Hidup,Senang,2028-01-29,17
594742,Tersier,Sial,Buruk,2028-01-30,10
537868,Sekunder,Irasional,Tidak Baik,2028-01-31,9
391888,Tidak Terduga,Luxury,Senang,2028-02-01,11
378588,Tidak Terduga,Gaya Hidup,Tidak Baik,2028-02-02,4
608727,Sekunder,Gaya Hidup,Senang,2028-02-03,9
829929,Sekunder,Irasional,Tidak Baik,2028-02-04,7
599827,Sekunder,Irasional,Baik,2028-02-05,14
425533,Tidak Terduga,Terencana,Buruk,2028-02-06,16
507463,Primer,Irasional,Baik,2028-02-07,6
367408,Sekunder,Terencana,Tidak Baik,2028-02-08,17
941843,Tidak Terduga,Kewajiban,Senang,2028-02-09,13
227816,Tidak Terduga,Kewajiban,Senang,2028-02-10,17
761380,Sekunder,Kewajiban,Senang,2028-02-11,4
280405,Tersier,Kewajiban,Baik,2028-02-12,3
629573,Tidak Terduga,Esensial,Baik,2028-02-13,6
431574,Tersier,Irasional,Tidak Baik,2028-02-14,7
274907,Tersier,Kewajiban,Baik,2028-02-15,1
927594,Primer,Sial,Baik,2028-02-16,7
843217,Tidak Terduga,Kewajiban,Buruk,2028-02-17,17
460728,Primer,Sial,Tidak Baik,2028-02-18,17
75767,Sekunder,Esensial,Senang,2028-02-19,11
363632,Primer,Terencana,Tidak Baik,2028-02-20,14
810879,Sekunder,Irasional,Buruk,2028-02-21,18
525951,Tersier,Teratur,Buruk,2028-02-22,4
769485,Tidak Terduga,Teratur,Senang,2028-02-23,3
987800,Primer,Sial,Buruk,2028-02-24,19
880823,Tidak Terduga,Irasional,Baik,2028-02-25,8
429749,Tersier,Kewajiban,Baik,2028-02-26,20
434832,Tersier,Teratur,Baik,2028-02-27,16
725928,Tersier,Sial,Buruk,2028-02-28,18
860884,Tersier,Kewajiban,Senang,2028-02-29,3
890616,Tersier,Luxury,Baik,2028-03-01,9
713691,Tersier,Sial,Buruk,2028-03-02,11
189493,Primer,Irasional,Buruk,2028-03-03,19
549389,Tidak Terduga,Irasional,Buruk,2028-03-04,1
68817,Primer,Esensial,Tidak Baik,2028-03-05,1
162378,Tersier,Luxury,Tidak Baik,2028-03-06,20
556690,Sekunder,Teratur,Baik,2028-03-07,19
648849,Sekunder,Terencana,Senang,2028-03-08,6
378121,Tersier,Terencana,Senang,2028-03-09,4
941946,Tersier,Terencana,Buruk,2028-03-10,15
135239,Tersier,Terencana,Baik,2028-03-11,15
946655,Tidak Terduga,Irasional,Senang,2028-03-12,19
916088,Tidak Terduga,Teratur,Tidak Baik,2028-03-13,2
491694,Primer,Esensial,Senang,2028-03-14,12
134555,Tidak Terduga,Irasional,Tidak Baik,2028-03-15,11
581499,Tersier,Esensial,Tidak Baik,2028-03-16,5
984667,Tidak Terduga,Esensial,Buruk,2028-03-17,18
509123,Sekunder,Esensial,Senang,2028-03-18,14
46093,Sekunder,Gaya Hidup,Tidak Baik,2028-03-19,14
787537,Tersier,Luxury,Buruk,2028-03-20,19
181157,Tidak Terduga,Luxury,Senang,2028-03-21,7
459893,Tidak Terduga,Luxury,Baik,2028-03-22,8
943239,Primer,Gaya Hidup,Senang,2028-03-23,12
716587,Primer,Irasional,Senang,2028-03-24,3
191859,Sekunder,Teratur,Baik,2028-03-25,11
108463,Tersier,Irasional,Buruk,2028-03-26,17
522296,Sekunder,Teratur,Buruk,2028-03-27,18
849488,Tersier,Irasional,Tidak Baik,2028-03-28,1
307896,Tersier,Esensial,Senang,2028-03-29,15
385007,Tersier,Irasional,Senang,2028-03-30,1
683534,Tersier,Gaya Hidup,Tidak Baik,2028-03-31,11
756353,Tidak Terduga,Irasional,Baik,2028-04-01,7
446791,Tersier,Gaya Hidup,Tidak Baik,2028-04-02,5
711403,Tidak Terduga,Irasional,Buruk,2028-04-03,13
114216,Tersier,Luxury,Tidak Baik,2028-04-04,1
923140,Tidak Terduga,Gaya Hidup,Senang,2028-04-05,4
374525,Tidak Terduga,Irasional,Senang,2028-04-06,4
923744,Sekunder,Teratur,Senang,2028-04-07,19
737115,Sekunder,Kewajiban,Tidak Baik,2028-04-08,8
931085,Primer,Gaya Hidup,Baik,2028-04-09,19
589543,Sekunder,Kewajiban,Tidak Baik,2028-04-10,3
428468,Sekunder,Irasional,Buruk,2028-04-11,1
362043,Tersier,Terencana,Baik,2028-04-12,8
687246,Primer,Gaya Hidup,Tidak Baik,2028-04-13,18
783629,Sekunder,Luxury,Tidak Baik,2028-04-14,5
960546,Sekunder,Teratur,Buruk,2028-04-15,19
826290,Tidak Terduga,Kewajiban,Senang,2028-04-16,16
541650,Primer,Kewajiban,Tidak Baik,2028-04-17,10
944759,Primer,Esensial,Senang,2028-04-18,5
597296,Primer,Irasional,Buruk,2028-04-19,11
67642,Tidak Terduga,Esensial,Tidak Baik,2028-04-20,12
677453,Primer,Gaya Hidup,Tidak Baik,2028-04-21,4
101744,Primer,Esensial,Buruk,2028-04-22,8
276174,Tidak Terduga,Kewajiban,Senang,2028-04-23,14
691820,Primer,Irasional,Senang,2028-04-24,2
747644,Primer,Esensial,Tidak Baik,2028-04-25,19
995664,Tersier,Gaya Hidup,Tidak Baik,2028-04-26,2
331338,Sekunder,Sial,Baik,2028-04-27,17
268536,Primer,Luxury,Senang,2028-04-28,11
813041,Tidak Terduga,Gaya Hidup,Baik,2028-04-29,18
124769,Tersier,Teratur,Senang,2028-04-30,4
485052,Sekunder,Teratur,Tidak Baik,2028-05-01,17
133225,Sekunder,Terencana,Senang,2028-05-02,4
827305,Tersier,Teratur,Senang,2028-05-03,2
694532,Tidak Terduga,Teratur,Tidak Baik,2028-05-04,10
768083,Sekunder,Irasional,Tidak Baik,2028-05-05,11
944965,Sekunder,Terencana,Tidak Baik,2028-05-06,2
135389,Sekunder,Esensial,Senang,2028-05-07,5
495230,Primer,Terencana,Baik,2028-05-08,10
204446,Primer,Kewajiban,Baik,2028-05-09,7
757712,Tersier,Gaya Hidup,Senang,2028-05-10,15
344012,Tersier,Esensial,Baik,2028-05-11,7
977308,Tidak Terduga,Kewajiban,Senang,2028-05-12,13
60353,Tidak Terduga,Kewajiban,Tidak Baik,2028-05-13,3
78225,Tersier,Sial,Tidak Baik,2028-05-14,11
370131,Tidak Terduga,Kewajiban,Senang,2028-05-15,17
864816,Sekunder,Kewajiban,Tidak Baik,2028-05-16,16
88845,Sekunder,Gaya Hidup,Tidak Baik,2028-05-17,7
337618,Tidak Terduga,Terencana,Senang,2028-05-18,13
405876,Tidak Terduga,Terencana,Buruk,2028-05-19,13
423049,Tersier,Gaya Hidup,Senang,2028-05-20,5
481607,Tersier,Kewajiban,Tidak Baik,2028-05-21,15
182640,Tidak Terduga,Kewajiban,Buruk,2028-05-22,3
286059,Sekunder,Sial,Senang,2028-05-23,7
586968,Primer,Luxury,Tidak Baik,2028-05-24,12
462067,Tidak Terduga,Teratur,Tidak Baik,2028-05-25,17
623418,Tersier,Irasional,Senang,2028-05-26,20
744919,Tersier,Kewajiban,Baik,2028-05-27,13
861016,Tidak Terduga,Sial,Senang,2028-05-28,19
218803,Tersier,Esensial,Senang,2028-05-29,8
208240,Sekunder,Irasional,Senang,2028-05-30,7
213573,Tersier,Kewajiban,Senang,2028-05-31,12
112804,Primer,Sial,Buruk,2028-06-01,8
669098,Primer,Kewajiban,Senang,2028-06-02,20
943141,Sekunder,Teratur,Buruk,2028-06-03,2
431126,Tersier,Irasional,Tidak Baik,2028-06-04,1
679813,Tersier,Irasional,Buruk,2028-06-05,11
746318,Tidak Terduga,Luxury,Senang,2028-06-06,18
282528,Primer,Sial,Tidak Baik,2028-06-07,11
551841,Tidak Terduga,Gaya Hidup,Baik,2028-06-08,14
987170,Tidak Terduga,Gaya Hidup,Baik,2028-06-09,3
641484,Tersier,Terencana,Senang,2028-06-10,12
180069,Primer,Esensial,Tidak Baik,2028-06-11,10
273467,Tidak Terduga,Gaya Hidup,Baik,2028-06-12,15
513550,Tersier,Esensial,Baik,2028-06-13,8
698891,Sekunder,Kewajiban,Senang,2028-06-14,3
296314,Primer,Luxury,Senang,2028-06-15,11
511894,Tersier,Luxury,Buruk,2028-06-16,13
297729,Sekunder,Sial,Baik,2028-06-17,13
729233,Tidak Terduga,Esensial,Baik,2028-06-18,8
39853,Tidak Terduga,Gaya Hidup,Baik,2028-06-19,19
972573,Tidak Terduga,Terencana,Baik,2028-06-20,16
873718,Sekunder,Kewajiban,Buruk,2028-06-21,19
517853,Sekunder,Teratur,Senang,2028-06-22,6
974986,Tidak Terduga,Esensial,Tidak Baik,2028-06-23,12
331603,Tidak Terduga,Esensial,Baik,2028-06-24,12
740526,Sekunder,Gaya Hidup,Buruk,2028-06-25,4
603149,Tersier,Teratur,Baik,2028-06-26,4
195649,Primer,Luxury,Senang,2028-06-27,13
107449,Tidak Terduga,Kewajiban,Buruk,2028-06-28,10
493187,Sekunder,Teratur,Baik,2028-06-29,8
392351,Tersier,Esensial,Buruk,2028-06-30,13
646113,Tersier,Luxury,Baik,2028-07-01,20
343685,Tersier,Gaya Hidup,Tidak Baik,2028-07-02,2
699975,Tidak Terduga,Teratur,Tidak Baik,2028-07-03,5
474920,Sekunder,Kewajiban,Baik,2028-07-04,17
753846,Primer,Gaya Hidup,Buruk,2028-07-05,8
292246,Sekunder,Terencana,Buruk,2028-07-06,16
509027,Sekunder,Terencana,Tidak Baik,2028-07-07,16
916365,Tersier,Sial,Tidak Baik,2028-07-08,6
346797,Primer,Teratur,Baik,2028-07-09,15
238894,Tidak Terduga,Kewajiban,Senang,2028-07-10,1
433380,Tidak Terduga,Luxury,Buruk,2028-07-11,6
924787,Tersier,Terencana,Tidak Baik,2028-07-12,18
536680,Tidak Terduga,Sial,Buruk,2028-07-13,20
141834,Sekunder,Sial,Senang,2028-07-14,14
278728,Tersier,Irasional,Senang,2028-07-15,13
429889,Primer,Irasional,Buruk,2028-07-16,14
629704,Sekunder,Teratur,Baik,2028-07-17,1
406395,Primer,Terencana,Tidak Baik,2028-07-18,11
632733,Primer,Gaya Hidup,Baik,2028-07-19,8
340244,Sekunder,Teratur,Baik,2028-07-20,10
763247,Primer,Terencana,Senang,2028-07-21,6
339571,Tersier,Irasional,Baik,2028-07-22,17
53005,Tersier,Kewajiban,Baik,2028-07-23,3
900357,Sekunder,Terencana,Senang,2028-07-24,13
720203,Tidak Terduga,Gaya Hidup,Baik,2028-07-25,9
445032,Primer,Teratur,Baik,2028-07-26,9
317813,Sekunder,Sial,Senang,2028-07-27,3
38491,Primer,Irasional,Senang,2028-07-28,14
623419,Sekunder,Sial,Buruk,2028-07-29,3
937088,Primer,Irasional,Baik,2028-07-30,2
749112,Tidak Terduga,Terencana,Baik,2028-07-31,4
846118,Sekunder,Luxury,Tidak Baik,2028-08-01,20
810841,Tersier,Kewajiban,Senang,2028-08-02,15
81426,Tidak Terduga,Irasional,Senang,2028-08-03,11
984851,Tersier,Irasional,Baik,2028-08-04,7
665863,Tidak Terduga,Teratur,Senang,2028-08-05,11
811369,Tersier,Luxury,Senang,2028-08-06,18
550856,Tidak Terduga,Luxury,Buruk,2028-08-07,10
903294,Primer,Kewajiban,Senang,2028-08-08,14
978075,Tersier,Sial,Tidak Baik,2028-08-09,9
976795,Primer,Gaya Hidup,Baik,2028-08-10,2
330096,Sekunder,Esensial,Buruk,2028-08-11,12
843423,Primer,Terencana,Baik,2028-08-12,4
867665,Tersier,Irasional,Baik,2028-08-13,2
271296,Tidak Terduga,Terencana,Senang,2028-08-14,7
666553,Primer,Luxury,Tidak Baik,2028-08-15,18
870886,Tidak Terduga,Irasional,Tidak Baik,2028-08-16,18
399435,Sekunder,Esensial,Buruk,2028-08-17,1
259642,Sekunder,Kewajiban,Buruk,2028-08-18,5
697542,Tersier,Gaya Hidup,Tidak Baik,2028-08-19,16
229367,Tidak Terduga,Luxury,Buruk,2028-08-20,7
681051,Primer,Irasional,Baik,2028-08-21,1
292801,Primer,Gaya Hidup,Baik,2028-08-22,9
740687,Sekunder,Luxury,Baik,2028-08-23,5
822280,Tidak Terduga,Teratur,Buruk,2028-08-24,16
785948,Tidak Terduga,Kewajiban,Tidak Baik,2028-08-25,14
834751,Sekunder,Teratur,Baik,2028-08-26,7
721201,Primer,Luxury,Baik,2028-08-27,14
743928,Sekunder,Luxury,Buruk,2028-08-28,5
909060,Tidak Terduga,Gaya Hidup,Buruk,2028-08-29,17
173423,Primer,Luxury,Tidak Baik,2028-08-30,4
688765,Sekunder,Kewajiban,Buruk,2028-08-31,9
131883,Tidak Terduga,Esensial,Senang,2028-09-01,9
977287,Tidak Terduga,Luxury,Tidak Baik,2028-09-02,9
687937,Tersier,Esensial,Senang,2028-09-03,15
707737,Tersier,Luxury,Buruk,2028-09-04,4
71337,Sekunder,Teratur,Buruk,2028-09-05,17
353939,Primer,Sial,Baik,2028-09-06,19
856918,Primer,Luxury,Senang,2028-09-07,8
492236,Tersier,Teratur,Senang,2028-09-08,19
64985,Tidak Terduga,Kewajiban,Buruk,2028-09-09,11
637727,Tersier,Irasional,Tidak Baik,2028-09-10,7
412584,Sekunder,Terencana,Baik,2028-09-11,1
797934,Tersier,Teratur,Buruk,2028-09-12,19
167795,Primer,Teratur,Senang,2028-09-13,14
124511,Sekunder,Kewajiban,Tidak Baik,2028-09-14,19
983813,Primer,Terencana,Baik,2028-09-15,2
339445,Sekunder,Kewajiban,Tidak Baik,2028-09-16,14
372589,Tidak Terduga,Irasional,Tidak Baik,2028-09-17,16
813790,Tersier,Irasional,Baik,2028-09-18,13
465686,Primer,Luxury,Buruk,2028-09-19,9
214171,Sekunder,Luxury,Senang,2028-09-20,20
240548,Tersier,Teratur,Buruk,2028-09-21,1
168579,Primer,Teratur,Senang,2028-09-22,19
854718,Tidak Terduga,Esensial,Buruk,2028-09-23,6
595610,Sekunder,Sial,Tidak Baik,2028-09-24,6
949035,Primer,Sial,Tidak Baik,2028-09-25,17
413629,Primer,Esensial,Baik,2028-09-26,18
586639,Tidak Terduga,Terencana,Buruk,2028-09-27,9
556169,Sekunder,Irasional,Baik,2028-09-28,20
987860,Tersier,Kewajiban,Tidak Baik,2028-09-29,17
315765,Primer,Kewajiban,Buruk,2028-09-30,15
900813,Sekunder,Sial,Buruk,2028-10-01,9
202537,Sekunder,Gaya Hidup,Tidak Baik,2028-10-02,11
299452,Tidak Terduga,Luxury,Baik,2028-10-03,12
988449,Primer,Irasional,Buruk,2028-10-04,4
894749,Tersier,Teratur,Baik,2028-10-05,8
535254,Primer,Esensial,Buruk,2028-10-06,11
875664,Primer,Terencana,Baik,2028-10-07,18
339478,Tersier,Esensial,Senang,2028-10-08,15
812824,Sekunder,Esensial,Baik,2028-10-09,5
942677,Primer,Sial,Buruk,2028-10-10,16
385168,Sekunder,Terencana,Buruk,2028-10-11,4
873298,Tidak Terduga,Gaya Hidup,Baik,2028-10-12,15
150764,Sekunder,Irasional,Baik,2028-10-13,9
